resource_id,name,category,subcategory,services,address,city,state,postal_code,country,phone,website,latitude,longitude,notes,source
PA-WCH-DVCCC,Domestic Violence Center of Chester County,domestic_violence,Multi-Service | Domestic Violence,Shelter; hotline; counseling; advocacy; prevention services,P.O. Box 832,West Chester,PA,19381,USA,888-711-6270,https://www.dvccc.com,,,Confidential shelter,verified_web
NJ-NEW-DOVE,Domestic Violence Emergency Project (DOVE),legal_aid,Legal | Domestic Violence Legal Aid,Legal representation; restraining orders; court advocacy,595 Elizabeth Ave,Newark,NJ,07112,USA,866-644-3574,https://www.njcourts.gov,40.7106,-74.2107,,verified_web
RI-PRO-CROSSROADS,Domestic Violence Program of Crossroads,housing_shelter,Shelter | Domestic Violence,Shelter; support services; housing assistance,160 Broad St,Providence,RI,02903,USA,401-861-2760,https://www.crossroadsri.org,41.8207,-71.4145,Confidential shelter,verified_web
CT-DAY-UNITED,Domestic Violence Program of United Services Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; advocacy; counseling; support services,1007 N Main St,Dayville,CT,06241,USA,888-774-2900,https://www.unitedservicesct.org,41.8523,-71.8620,Confidential shelter,verified_web
NM-ALB-DVRC,Domestic Violence Resource Center,domestic_violence,Multi-Service | Domestic Violence Support,Advocacy; safety planning; legal assistance; shelter referrals; case management; crisis support,625 Silver Ave SW Ste 150,Albuquerque,NM,87102,USA,505-248-3165,https://www.dvrcnm.org,35.0840,-106.6537,,verified_web
OR-HIL-DVRC,Domestic Violence Resource Center,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy; housing services,735 SW 158th Ave Ste 100,Hillsboro,OR,97123,USA,503-469-8620,https://www.dvrc-or.org,45.5163,-122.9890,Confidential shelter,verified_web
WA-EVE-DVS,Domestic Violence Services of Snohomish County,housing_shelter,Shelter | Domestic Violence,Shelter; crisis intervention; counseling; advocacy; support services,PO Box 1661,Everett,WA,98206,USA,425-252-2873,https://dvs-snoco.org,47.9780,-122.2021,Confidential shelter,verified_web
MD-BALTIMORE-DVU,Domestic Violence Unit Baltimore,other,Advocacy | Legal System Support,Prosecution support; advocacy; referrals,120 E Baltimore St,Baltimore,MD,21202,USA,410-396-7444,https://baltimorecity.gov,,,,verified_web
CA-SD-JFS-SARAH,domestic_violence,Counseling | Domestic Violence Support,Counseling; safety planning,8804 Balboa Ave,San Diego,CA,92123,US,858-637-3210,https://www.jfssd.org/,,,,official_site,
CA-SF-CAMERON,Donaldina Cameron House,domestic_violence,Advocacy | DV Services,Case management; counseling; advocacy,920 Sacramento St,San Francisco,CA,94108,US,415-781-0401,https://cameronhouse.org/,,,Serves AAPI communities,verified_web
VA-ARL-DOORWAYS,Doorways,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; legal advocacy; hospital accompaniment,PO Box 100185,Arlington,VA,22210,USA,703-237-0881,https://www.doorwaysva.org,38.8816,-77.0910,Confidential shelter,verified_web
AR-LR-DORCAS,Dorcas House,housing_shelter,Shelter | Domestic Violence Recovery,Long-term recovery program; shelter; therapy,823 S Park St,Little Rock,AR,72202,US,501-374-4022,https://unionrescuemissionlr.org/,,,9–12 month recovery program,verified_web
RI-PRO-DORCAS,Dorcas International Institute of Rhode Island,legal_aid,Legal | Immigration Legal Aid,Immigration services; citizenship; VAWA; U-visas; asylum support,645 Elmwood Ave,Providence,RI,02907,USA,401-784-8688,https://www.diiri.org,41.7897,-71.4147,Multilingual services,verified_web
SC-SUM-DCS,Dorchester Counseling Services,mental_health,Counseling | Mental Health,Counseling; batterer intervention program; outpatient therapy,500 N Main St,Summerville,SC,29483,USA,843-871-4793,https://www.dorchestercounty.net,33.0185,-80.1756,,verified_web
MA-QUINCY-DOVE,DOVE Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy; legal services,P.O. Box 690267,Quincy,MA,02269,USA,617-471-1234,https://dovema.org,,,Confidential shelter,verified_web
AZ-PHX-DOVES,DOVES Program (Area Agency on Aging),domestic_violence,Advocacy | Older Adult DV Services,Support for victims age 50+,"1366 E Thomas Rd, Suite 108",Phoenix,AZ,85014,US,602-264-4357,https://aaaphx.org/,,,Focus on elder DV victims,verified_web
SD-SXF-ERLS,East River Legal Services,legal_aid,Legal | Civil Legal Aid,Legal representation; advocacy; services for low-income individuals,335 N Main Ave Ste 200,Sioux Falls,SD,57104,USA,605-336-9230,https://erlservices.org,43.5486,-96.7316,,verified_web
MN-MINNEAPOLIS-ESNS,East Side Neighborhood Service,other,Intervention | Domestic Violence,Intervention programs; counseling; support groups,1700 2nd St NE,Minneapolis,MN,55413,USA,612-781-6011,https://esns.org,,,,verified_web
WA-BEL-ELAP,Eastside Legal Assistance Program,legal_aid,Legal | Civil Legal Aid,Legal services; representation; advocacy,1239 120th Ave NE Ste J,Bellevue,WA,98005,USA,425-747-7274,https://elap.org,47.6205,-122.1780,,verified_web
OR-POR-ELPROG,El Programa Hispano,domestic_violence,Multi-Service | Domestic Violence Support,Crisis intervention; counseling; legal advocacy; case management; housing support,333 SW 5th Ave Ste 400,Portland,OR,97204,USA,503-232-4448,https://elhispano.org,45.5219,-122.6767,Multilingual services,verified_web
MD-ROC-ELDERSAFE,ElderSAFE Center,housing_shelter,Shelter | Domestic Violence,Shelter; case management; referrals; elder abuse support,600 Jefferson Plaza Ste 500,Rockville,MD,20852,USA,301-816-5099,https://www.eldersafecenter.org,39.0604,-77.1211,Confidential shelter,verified_web
RI-WAR-EBCC,Elizabeth Buffum Chace Center,housing_shelter,Shelter | Domestic Violence,Shelter; advocacy; hotline; support services,PO Box 9470,Warwick,RI,02889,USA,800-494-8100,https://www.ebccenter.org,41.7001,-71.4162,Confidential shelter,verified_web
MA-CAMBRIDGE-EMERGE,Emerge Counseling and Education,other,Intervention | Domestic Violence,Batterer intervention; education; counseling,238 Green St,Cambridge,MA,02139,USA,617-547-9879,https://emergedv.com,,,,verified_web
NM-ALB-ENLACE,Enlace Comunitario,domestic_violence,Multi-Service | Domestic Violence Support,Crisis intervention; counseling; legal services; housing assistance; financial training; workforce development,626 Broadway Blvd SE,Albuquerque,NM,87102,USA,505-246-8972,https://www.enlacenm.org,35.0775,-106.6442,Serves Latino and immigrant communities; Multilingual services,verified_web
MD-BALTIMORE-ESPERANZA,Esperanza Center Immigration Legal Services,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; advocacy,430 S Broadway,Baltimore,MD,21231,USA,667-600-2922,https://cc-md.org,,,Serves immigrants,verified_web
MN-STPAUL-ESPERANZA,Esperanza United,housing_shelter,Shelter | Domestic Violence,Advocacy; housing assistance; legal support; case management,P.O. Box 40115,St Paul,MN,55104,USA,651-772-1611,https://esperanzaunited.org,,,Confidential shelter; Multilingual services,verified_web
AZ-SURPRISE-EVES,Eve's Place,domestic_violence,Advocacy | Domestic Violence Services,Safety planning; advocacy; counseling,P.O. Box 2366,Surprise,AZ,85378,US,623-537-5380,https://evesplace.org/,,,Community-based services,verified_web
VA-FFX-DSVS,Fairfax County Domestic and Sexual Violence Services,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy; crisis intervention; human trafficking support,12000 Government Center Pkwy,Fairfax,VA,22035,USA,703-360-7273,https://www.fairfaxcounty.gov,38.8576,-77.3570,Confidential shelter,verified_web
VA-FFX-FCPDVS,Fairfax County Police Victim Services Division,other,Victim Services | General Crime Victims,Crisis intervention; court accompaniment; referrals; compensation assistance,12099 Government Center Pkwy,Fairfax,VA,22035,USA,703-246-2141,https://www.fairfaxcounty.gov,38.8576,-77.3570,Multilingual services,verified_web
MN-MINNEAPOLIS-FAIRVIEW,Fairview Counseling Center,mental_health,Counseling | Domestic Violence,Counseling; therapy; family support,2450 Riverside Ave,Minneapolis,MN,55454,USA,612-672-6999,https://www.fairview.org,,,,verified_web
IN-INDY-FALLCREEK,Fall Creek Counseling,other,Intervention | Domestic Violence,Batterer intervention program; counseling,3030 N Shadeland Ave Ste 110,Indianapolis,IN,46226,USA,317-291-6360,https://fallcreekcounseling.org,,,,verified_web
CA-MARIN-FCLC,Family & Children's Law Center,legal_aid,Legal | Family Law,Legal services for families and children,"1401 Los Gamos Dr, Suite 200",San Rafael,CA,94903,US,415-492-9230,https://faclc.org/,,,Low-cost legal help,verified_web
MA-BROCKTON-FCR,Family and Community Resources Inc.,domestic_violence,Multi-Service | Domestic Violence,Hotline; shelter placement; case management; advocacy; support groups,18 Main St,Brockton,MA,02301,USA,508-583-6498,https://fcr-ma.org,,,Multilingual services,verified_web
MO-IND-FAMCON,Family Conservancy - Independence,mental_health,Counseling | Mental Health,Mental health counseling; parenting support; early education services,19401 E US Highway 40 Ste 210,Independence,MO,64055,USA,816-373-7577,,39.0526,-94.3525,,verified_web
UT-MUR-FCC,Family Counseling Center,mental_health,Counseling | Mental Health,Counseling; support groups; referrals,3575 S 700 E,Salt Lake City,UT,84106,USA,801-261-3500,https://fccslc.org,40.6930,-111.8720,,verified_web
WV-CHA-FCC,Family Counseling Connection,mental_health,Counseling | Mental Health,Counseling; therapy; family counseling; sexual abuse support,1021 Quarrier St Ste 414,Charleston,WV,25301,USA,304-340-3676,,38.3498,-81.6326,,verified_web
MD-TOWSON-FCC,Family Crisis Center of Baltimore County,housing_shelter,Shelter | Domestic Violence,Shelter; transitional housing; counseling; case management,P.O. Box 390,Towson,MD,21204,USA,410-828-6390,https://fccbc.org,,,Confidential shelter,verified_web
OR-HIL-FJC,Family Justice Center of Washington County,domestic_violence,Multi-Service | Family Violence Support,Case management; legal services; counseling; advocacy; coordinated services,735 SW 158th Ave Ste 100,Hillsboro,OR,97123,USA,503-430-8300,https://fjcofwc.org,45.5163,-122.9890,,verified_web
IL-CHICAGO-FR,Family Rescue,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; legal advocacy; housing support,P.O. Box 597673,Chicago,IL,60659,USA,800-360-6619,https://familyrescuechicago.org,,,Confidential shelter,verified_web
AR-LR-FSA,Family Service Agency,domestic_violence,Counseling | Family Services,Family counseling; economic support; DV prevention,"628 W Broadway St, Suite 300",North Little Rock,AR,72114,US,501-372-4242,https://fsalr.org/,,,Long-standing nonprofit,verified_web
WI-WAU-FSW,Family Service of Waukesha,mental_health,Counseling | Mental Health,Psychotherapy; counseling; advocacy services,2727 N Grandview Blvd,Waukesha,WI,53188,USA,262-547-5567,https://www.fswaukesha.org,43.0447,-88.2323,,verified_web
AL-HSV-FSC,Family Services Center,other,Counseling | Batterer Intervention,Counseling for perpetrators; pre-trial intervention; EAP evaluations; referrals for victims,"4092 Memorial Pkwy SW, Suite 205",Huntsville,AL,35802,US,256-551-1610,https://familyservicescenter.org/,,,Focus on perpetrators; victims referred to crisis line,verified_web
CA-OAK-FVLC,Family Violence Law Center,legal_aid,Legal | DV Legal Services,Crisis counseling; legal advocacy,470 27th St,Oakland,CA,94612,US,800-947-8301,https://fvlc.org/,,,24-hour crisis line,verified_web
LA-CHALMETTE-FVP,Family Violence Program of St Bernard,housing_shelter,Shelter | Domestic Violence,Emergency shelter; crisis services; advocacy,P.O. Box 46,Chalmette,LA,70044,USA,504-277-3177,https://fvpsb.org,,,Confidential shelter,verified_web
TX-HUM-FAMILYTIME,FamilyTime Crisis and Counseling Center,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; case management; legal advocacy; hospital accompaniment,PO Box 182,Humble,TX,77347,USA,281-446-2615,https://www.familytimeccc.org,29.9988,-95.2622,Confidential shelter,verified_web
CA-SF-FELTON,Felton Institute,mental_health,Counseling | Family Services,Mental health; youth services,1500 Franklin St,San Francisco,CA,94109,US,415-695-8300,https://felton.org/,,,Wraparound services,verified_web
MA-BOSTON-FENWAY,Fenway Health Violence Recovery Program,mental_health,Counseling | Domestic Violence,Counseling; support groups; advocacy,1340 Boylston St,Boston,MA,02215,USA,800-834-3242,https://fenwayhealth.org,,,Serves LGBTQ+,verified_web
MA-DORCHESTER-FINEX,Finex House,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy,P.O. Box 300764,Dorchester,MA,02130,USA,617-288-1054,https://finexhouse.org,,,Confidential shelter,verified_web
IN-INDY-FIREFLY,Firefly Children and Family Alliance,domestic_violence,Intervention | Domestic Violence,Counseling; intervention programs; prevention,1531 E 10th St,Indianapolis,IN,46201,USA,317-634-6341,https://fireflyin.org,,,,verified_web
MI-LINCOLNPARK-FIRSTSTEP,First Step,housing_shelter,Shelter | Domestic Violence,24-hour helpline; emergency shelter; advocacy; children's counseling; PPO assistance; community education,1394 Cleophus Pkwy,Lincoln Park,MI,48146,USA,734-722-6800,https://www.firststep-mi.org,,,Confidential shelter,verified_web
TX-RIC-FBWC,Fort Bend Women's Center,housing_shelter,Shelter | Domestic Violence,Shelter; transitional housing; counseling; legal advocacy; crisis intervention; support groups,PO Box 183,Rosenberg,TX,77471,USA,281-342-4357,https://www.fbwc.org,29.5572,-95.8086,Confidential shelter; Multilingual services,verified_web
MA-FRAMINGHAM-PD,Framingham Police Domestic Violence Unit,other,Advocacy | Law Enforcement,Investigation; advocacy; referrals,1 William H Welch Way,Framingham,MA,01702,USA,508-532-5923,https://framinghamma.gov,,,,verified_web
AZ-PHX-FRESHSTART,Fresh Start Women's Resource Center,other,Advocacy | Women's Services,Career services; legal support; financial empowerment,1130 E McDowell Rd,Phoenix,AZ,85006,US,602-252-8494,https://freshstartwomen.org/,,,Workforce & empowerment focus,verified_web
AZ-PHX-FRIENDLY,Friendly House,legal_aid,Legal | Immigration & Victim Services,Immigration legal aid; victim advocacy; relocation support,113 W Sherman St,Phoenix,AZ,85003,US,602-257-1870,https://friendlyhouse.org/,,,"VAWA, U-visa support",verified_web
WI-WES-FRIENDS,Friends Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; crisis intervention; advocacy; support services,PO Box 1236,West Bend,WI,53095,USA,262-334-7298,https://friendsdv.org,43.4253,-88.1834,Confidential shelter,verified_web
KS-KCK-FRIENDSYATES,Friends of Yates,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; transitional housing; legal advocacy; substance abuse counseling; parenting education,1418 Garfield Ave,Kansas City,KS,66104,USA,913-321-0951,https://www.friendsofyates.org,39.1247,-94.6472,Confidential shelter,verified_web
KS-OP-FULLCIRCLE,Full Circle Counseling,other,Intervention Program | Batterer Intervention,Batterer intervention program; counseling,8600 W 110th St Ste 210,Overland Park,KS,66210,USA,913-310-0101,,38.9245,-94.6845,,verified_web
OR-POR-GATEWAY,Gateway Center for Domestic and Sexual Violence Services,domestic_violence,Multi-Service | Family Violence Support,Advocacy; counseling; legal services; case management,9890 E Burnside St,Portland,OR,97216,USA,503-988-6400,https://gatewaycenterdv.org,45.5220,-122.5615,,verified_web
NC-CON-GENESIS,Genesis A New Beginning,mental_health,Counseling | Mental Health,Counseling; substance abuse treatment; domestic violence counseling; family therapy,274 Copperfield Blvd NE,Concord,NC,28025,USA,704-720-7770,,35.4165,-80.6000,,verified_web
GA-ATL-GAIN,Georgia Asylum & Immigration Network,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; survivor advocacy,75 Marietta St NW Ste 310,Atlanta,GA,30303,USA,404-452-8887,https://georgiaasylum.org,,,Serves immigrants,verified_web
FL-DAVIE-JFS,Goodman Jewish Family Services,mental_health,Counseling | Domestic Violence,Counseling; case management; support groups,5890 S Pine Island Rd Ste 201,Davie,FL,33328,USA,954-370-2140,https://jfsbroward.org,,,,verified_web
MA-BOSTON-GBLS,Greater Boston Legal Services,legal_aid,Legal | Civil Legal Aid,Legal representation; advocacy,197 Friend St,Boston,MA,02114,USA,800-323-3205,https://gbls.org,,,,verified_web
IL-CHICAGO-GCLC,Greater Chicago Legal Clinic,legal_aid,Legal | Domestic Violence,Protective orders; immigration; family law,17 N State St Ste 1710,Chicago,IL,60602,USA,312-726-2938,https://gclclaw.org,,,,verified_web
MA-CHELSEA-HARBOR,Harbor COV,housing_shelter,Shelter | Domestic Violence,Shelter; advocacy; counseling,P.O. Box 505,Chelsea,MA,02150,USA,617-884-9909,https://harborcov.org,,,Confidential shelter,verified_web
WA-SEA-HARBORVIEW,Harborview Abuse & Trauma Center,mental_health,Counseling | Trauma Recovery,Counseling; trauma care; advocacy; crisis intervention,401 Broadway,Seattle,WA,98104,USA,206-744-1600,https://depts.washington.edu/harborviewatc,47.6055,-122.3223,,verified_web
TX-HOU-HCCON,Harris County Constable Pct 4 Victim Assistance,other,Victim Services | Domestic Violence Support,Advocacy; crisis intervention; compensation assistance; employer liaison,6831 Cypresswood Dr,Spring,TX,77379,USA,832-927-6156,https://www.constablepct4.com,30.0194,-95.5246,,verified_web
TX-HOU-HCDA,Harris County DA Victim Witness Division,other,Victim Services | General Crime Victims,Advocacy; court accompaniment; case updates; victim assistance,1201 Franklin St,Houston,TX,77002,USA,713-274-0250,https://dao.harriscountytx.gov,29.7607,-95.3623,,verified_web
MI-PONTIAC-HAVEN,HAVEN - Oakland,housing_shelter,Shelter | Domestic Violence,Emergency shelter; counseling; PPO assistance; court advocacy; 24/7 crisis line; forensic exams; prevention education,P.O. Box 431045,Pontiac,MI,48343,USA,248-334-1274,https://haven-oakland.org,,,Confidential shelter,verified_web
IN-EASTCHICAGO-HAVEN,Haven House Inc.,housing_shelter,Shelter | Domestic Violence,Emergency shelter; counseling; advocacy,P.O. Box 508,East Chicago,IN,46312,USA,219-931-2090,https://havenhouseec.org,,,Confidential shelter,verified_web
NM-LCN-HAVEN,Haven House Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; legal advocacy; support groups; crisis intervention,PO Box 311,Las Cruces,NM,88004,USA,800-526-7157,https://www.havenhousenm.org,32.3199,-106.7637,Confidential shelter; Multilingual services,verified_web
GA-MCDONOUGH-HAVEN,Haven House McDonough,housing_shelter,Shelter | Domestic Violence,Emergency shelter; crisis counseling; support groups; legal advocacy; case management,P.O. Box 1207,McDonough,GA,30253,USA,770-954-9229,https://havenhousega.org,,,Confidential shelter,verified_web
MA-BOSTON-HAVEN,HAVEN MA General Hospital,domestic_violence,Counseling | Domestic Violence,Advocacy; counseling; support groups,55 Fruit St,Boston,MA,02114,USA,617-724-0054,https://massgeneral.org,,,,verified_web
MA-SALEM-HAWC,Healing Abuse Working for Change,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; advocacy; prevention,P.O. Box 725,Salem,MA,01970,USA,800-547-1649,https://hawcdv.org,,,Confidential shelter,verified_web
MA-BROCKTON-HI,Health Imperatives,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; trafficking services,942 W Chestnut St,Brockton,MA,02301,USA,508-588-8255,https://healthimperatives.org,,,Confidential shelter,verified_web
IL-CHICAGO-HAS,Healthcare Alternative Systems Basta DV Program,domestic_violence,Counseling | Domestic Violence,Counseling; support services,2755 W Armitage Ave,Chicago,IL,60647,USA,773-745-7107,https://hascares.org,,,Multilingual services,verified_web
NE-OMA-HFS,Heartland Family Service Domestic Violence / Sexual Assault Program,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; advocacy; legal services; therapy; intervention programs,2101 S 42nd St,Omaha,NE,68105,USA,800-523-3666,https://www.heartlandfamilyservice.org,41.2380,-95.9750,,verified_web
IL-CHICAGO-HEARTLAND,Heartland Human Care Services,mental_health,Counseling | Domestic Violence,Counseling; case management; parenting education,208 S LaSalle St Ste 1300,Chicago,IL,60604,USA,773-835-1438,https://heartlandalliance.org,,,,verified_web
VA-POR-HER,Help and Emergency Response (HER Shelter),housing_shelter,Shelter | Domestic Violence,Shelter; crisis intervention; housing; basic needs; stabilization services,PO Box 6368,Portsmouth,VA,23703,USA,757-485-3384,https://hershelter.com,36.8354,-76.2983,Confidential shelter,verified_web
WA-VAN-HPWC,Helping Professionals Wellness Center,other,Intervention Program | Batterer Intervention,Batterer intervention; counseling; court-ordered services,1701 Broadway St,Vancouver,WA,98663,USA,360-687-0693,https://hpwcenter.com,45.6317,-122.6718,,verified_web
MN-MINNEAPOLIS-HCAO,Hennepin County Attorney Domestic Abuse Service Center,legal_aid,Legal | Domestic Violence,Legal advocacy; court accompaniment,300 S 6th St,Minneapolis,MN,55487,USA,612-348-5073,https://www.hennepinattorney.org,,,Multilingual services,verified_web
CA-OAK-HIGHLAND,Highland Hospital DV & Sexual Assault Center,mental_health,Healthcare | DV/SA Services,Medical exams; counseling; advocacy,1411 E 31st St,Oakland,CA,94602,US,510-534-9290,https://www.alamedahealthsystem.org/,,,Hospital-based program,verified_web
WI-MIL-HAFA,Hmong American Friendship Association,domestic_violence,Multi-Service | Culturally Specific Support,Counseling; support groups; interpretation services,3824 W Vliet St,Milwaukee,WI,53208,USA,414-322-9522,https://www.hafamke.org,43.0494,-87.9626,Serves Hmong community; Multilingual services,verified_web
MN-STPAUL-HAP,Hmong American Partnership,domestic_violence,Advocacy | Domestic Violence,Advocacy; case management; support groups; referrals,1075 Arcade St,St Paul,MN,55106,USA,651-495-1557,https://hmong.org,,,Serves Southeast Asian communities,verified_web
VA-FAL-HOGAR,Hogar Immigrant Services,legal_aid,Legal | Immigration Legal Aid,Immigration legal services; advocacy; referrals,50 N Washington St Ste 400,Falls Church,VA,22046,USA,703-534-9805,https://hogarimmigrantservices.org,38.8823,-77.1711,Multilingual services,verified_web
MN-PLYMOUTH-HOMEFREECOMM,Home Free Community Program Missions Inc.,domestic_violence,Advocacy | Domestic Violence,Safety planning; advocacy; legal support,P.O. Box 139,Plymouth,MN,55447,USA,763-559-4945,https://missionsinc.org,,,,verified_web
MN-PLYMOUTH-HOMEFREE,Home Free Shelter Missions Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; legal advocacy; parenting groups,P.O. Box 139,Plymouth,MN,55447,USA,763-559-4945,https://missionsinc.org,,,Confidential shelter,verified_web
TN-GAL-HOMESAFE2,HomeSafe in Sumner County,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; advocacy; counseling; crisis support,PO Box 2296,Gallatin,TN,37066,USA,615-452-4315,https://homesafeinc.org,36.3884,-86.4467,Confidential shelter,verified_web
TN-GAL-HOMESAFE,HomeSafe Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; court accompaniment; support groups,PO Box 2296,Gallatin,TN,37066,USA,615-452-4315,https://homesafeinc.org,36.3884,-86.4467,Confidential shelter,verified_web
IN-BEDFORD-HHPACT,Hoosier Hills PACT DV Shelter,housing_shelter,Shelter | Domestic Violence,Emergency shelter; transitional housing; legal advocacy; support services,P.O. Box 416,Bedford,IN,47421,USA,812-723-2621,https://www.hh-pact.org,,,Confidential shelter,verified_web
MO-IND-HOPEHOUSE,Hope House - Independence,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; crisis intervention; counseling; legal advocacy; court advocacy; support groups,PO Box 577,Independence,MO,64051,USA,816-461-4673,https://www.hopehouse.net,39.0911,-94.4155,Confidential shelter; Multilingual services,verified_web
MO-LS-HOPEHOUSE,Hope House - Lee's Summit,domestic_violence,Support Services | Domestic Violence,Hotline; counseling; legal advocacy; crisis intervention; support groups,PO Box 577,Lees Summit,MO,64063,USA,816-468-5463,https://www.hopehouse.net,38.9108,-94.3822,Multilingual services,verified_web
VT-BUR-HOPEWORKS,HOPE Works,sexual_assault,Crisis Center | Sexual Assault,Crisis counseling; support groups; advocacy; hotline,PO Box 4194,Burlington,VT,05406,USA,802-863-1236,https://www.hopeworksvt.org,44.4759,-73.2121,,verified_web
MD-COL-HOPEWORKS,HopeWorks of Howard County,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; legal services; advocacy; prevention education,9770 Patuxent Woods Dr Ste 300,Columbia,MD,21046,USA,410-997-2272,https://hopeworksofhc.org,39.1732,-76.8608,Confidential shelter,verified_web
MD-COLUMBIA-HOPEWORKS,HopeWorks of Howard County Inc.,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; advocacy; legal services; hotline,9770 Patuxent Woods Dr Ste 300,Columbia,MD,21046,USA,410-997-2272,https://hopeworksofhc.org,,,Confidential shelter,verified_web
GA-ATL-CHERITH,House of Cherith,housing_shelter,Shelter | Domestic Violence,Residential recovery; counseling; trafficking support,P.O. Box 15096,Atlanta,GA,30333,USA,404-655-0024,https://houseofcherith.org,,,Confidential shelter,verified_web
DC-DC-HOUSEOFRUTH,House of Ruth,housing_shelter,Shelter | Domestic Violence,Shelter; housing; counseling; case management; child services,5 Thomas Cir NW,Washington,DC,20005,USA,202-667-7001,https://houseofruth.org,38.9051,-77.0320,Confidential shelter,verified_web
MD-BAL-HORMD,House of Ruth Maryland,domestic_violence,Multi-Service | Domestic Violence Support,Counseling; legal services; advocacy; outreach,2201 Argonne Dr,Baltimore,MD,21218,USA,410-889-7884,https://hruth.org,39.3289,-76.5952,,verified_web
MD-BALTIMORE-HOR,House of Ruth Maryland,housing_shelter,Shelter | Domestic Violence,Shelter; hotline; counseling; legal clinic; transitional housing,P.O. Box 459,Baltimore,MD,21203,USA,410-889-7884,https://hruth.org,,,Confidential shelter,verified_web
MD-BALTIMORE-HORPG,House of Ruth Maryland Montgomery PG Office,domestic_violence,Multi-Service | Domestic Violence,Counseling; legal advocacy; outreach,P.O. Box 459,Baltimore,MD,21203,USA,410-889-7884,https://hruth.org,,,,verified_web
CA-SB-OPTION,housing_shelter,Shelter | Domestic Violence,Shelter; prevention; intervention,,San Bernardino,CA,,US,909-381-3471,https://optionhouseinc.org,,,,user_provided,
CA-OC-LAURAS,housing_shelter,Shelter | Domestic Violence,Emergency shelter; transitional housing; counseling; legal advocacy,,Orange County,CA,,US,949-498-1511,https://www.laurashouse.org,,,Public office address not confirmed from snippet,official_site,
CA-LA-WCCS,housing_shelter,Shelter | Domestic Violence,Shelter; support services,,Whittier,CA,,US,562-945-3939,,,,user_provided,,
CA-SGV-YWCA,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; legal advocacy,,San Gabriel Valley,CA,,US,626-967-0658,https://ywcaglobal.org,,,,user_provided,
CA-LAKE-SUCASA,housing_shelter,Shelter | Domestic Violence,Emergency shelter; transitional housing; hotline; legal advocacy,,Lakewood,CA,,US,562-402-4888,https://sucasadv.org,,,Confidential location,official_site,
CA-RIV-ALT-DV,housing_shelter,Shelter | Domestic Violence,Shelter; counseling; legal advocacy,,Riverside,CA,,US,951-683-0829,,,,user_provided,,
CA-LB-SAHARA,housing_shelter,Shelter | Domestic Violence,Shelter; culturally specific DV services,,Long Beach,CA,,US,562-402-4132,https://saharacares.org,,,Multilingual support,user_provided,
CA-OC-RADIANT,housing_shelter,Shelter | Domestic Violence & Trafficking,Housing; counseling; legal services,,Irvine,CA,,US,877-531-5522,https://radiantfutures.org,,,,user_provided,
CA-SD-YWCA-BH,housing_shelter,Shelter | Domestic Violence Shelter,Emergency shelter; transitional housing; counseling; legal services,,San Diego,CA,,US,619-234-3164,https://www.ywcasandiego.org/,,,Confidential shelter,user_provided,
CA-SD-CRC-CH,housing_shelter,Shelter | Domestic Violence Shelter,Emergency housing; counseling; legal advocacy,,Encinitas,CA,,US,760-633-1111,https://crcncc.org/,,,,user_provided,
CA-LA-CASA-YOUTH,housing_shelter,Shelter | Youth Services,Youth shelter; counseling; family support,,Los Alamitos,CA,,US,800-914-2272,https://casayouthshelter.org,,,,user_provided,
CA-LA-ELAWC,housing_shelter,Shelter | Sexual Assault & DV,Crisis intervention; counseling; court accompaniment; housing,1431 S Atlantic Blvd,Los Angeles,CA,90022,US,800-585-6231,https://www.elawc.org,,,,official_site,
CA-OC-INTERVAL-SB,housing_shelter,Shelter | Domestic Violence,Shelter; housing; counseling; youth programs,"6326 E Pacific Coast Hwy, Suite B",Long Beach,CA,90803,US,562-594-4555,https://intervalhouse.org,,,Mailing/admin address; shelter locations not public,official_site,
CA-SD-YOUTH,housing_shelter,Shelter | Youth Services,Shelter; housing; mental health support,3255 Wing St,San Diego,CA,92110,US,619-241-0608,https://sdyouthservices.org/,,,,official_site,
