var1,var2,correlation,abs_correlation,strength,direction,likely_structural,scale_effect,redundant_feature_pair
%_fem_age_18-29,%_fem_age_40-49,0.4545465646416347,0.4545465646416347,moderate,positive,False,False,False
black_victims,asian_victims,0.4544642722694331,0.4544642722694331,moderate,positive,False,False,False
nat_amer_victims,nat_amer_adj_rate,0.4541393870228506,0.4541393870228506,moderate,positive,False,False,False
fem_labor_force_part,nat_amer_adj_rate,0.4533486395382475,0.4533486395382475,moderate,positive,False,False,False
asian_victims,%_at_least_high_school,-0.45234950076976915,0.45234950076976915,moderate,negative,False,False,False
black_pop,male_poverty_rate,0.4517759066504915,0.4517759066504915,moderate,positive,True,False,False
nat_amer_pop,nat_amer_adj_rate,0.44995859041523534,0.44995859041523534,moderate,positive,True,False,False
%_fem_age_18-29,asian_adj_rate,0.4496895672577845,0.4496895672577845,moderate,positive,False,False,False
victims_age_70_79,hispanic_pop,0.4495284087479608,0.4495284087479608,moderate,positive,False,True,False
male_poverty_rate,%_at_least_bach_degree,-0.44682535005331797,0.44682535005331797,moderate,negative,False,False,False
%_fem_age_30-39,mhhi,0.4446401816801314,0.4446401816801314,moderate,positive,False,False,False
diversity_index,%_fem_age_30-39,0.44433594390334186,0.44433594390334186,moderate,positive,False,False,False
%_at_least_high_school,nat_amer_adj_rate,0.4400697457743765,0.4400697457743765,moderate,positive,False,False,False
white_pop,%_fem_age_30-39,-0.43716629706999904,0.43716629706999904,moderate,negative,False,False,False
asian_victims,involving_firearm,0.4364450013902318,0.4364450013902318,moderate,positive,False,False,False
victim_offender_rel_spouse,hispanic_pop,0.43634506027402503,0.43634506027402503,moderate,positive,False,True,False
fem_pop,diversity_index,0.43610376004498763,0.43610376004498763,moderate,positive,False,False,False
asian_victims,white_pop,-0.4309102167552943,0.4309102167552943,moderate,negative,False,True,False
sex_assaults,%_at_least_high_school,-0.4297345645542536,0.4297345645542536,moderate,negative,False,False,False
sex_assaults,labor_force_ratio,-0.42887862456621006,0.42887862456621006,moderate,negative,False,False,False
sex_assaults,hispanic_pop,0.4284376484285393,0.4284376484285393,moderate,positive,False,True,False
black_victims,%_at_least_high_school,-0.4282622263620276,0.4282622263620276,moderate,negative,False,False,False
victim_offender_rel_spouse,%_fem_age_40-49,0.4269519428754526,0.4269519428754526,moderate,positive,False,False,False
fem_age_70-79,fem_labor_force_part,-0.4260895666363519,0.4260895666363519,moderate,negative,False,False,False
involving_firearm,%_at_least_high_school,-0.42574605850339375,0.42574605850339375,moderate,negative,False,False,False
fem_pop,white_pop,-0.4255106489142759,0.4255106489142759,moderate,negative,False,False,False
near_school,%_at_least_high_school,-0.42497529847106247,0.42497529847106247,moderate,negative,False,False,False
sex_assaults,%_fem_age_40-49,0.4247741385372648,0.4247741385372648,moderate,positive,False,False,False
white_pop,black_pop,-0.4223538385304993,0.4223538385304993,moderate,negative,False,False,False
victims_age_60_69,hispanic_pop,0.4219035319698985,0.4219035319698985,moderate,positive,False,True,False
fem_age_60-69,all_labor_force_part,-0.41908087838419567,0.41908087838419567,moderate,negative,False,False,False
diversity_index,%_fem_age_40-49,0.4181439561561823,0.4181439561561823,moderate,positive,False,False,False
victims_age_70_79,diversity_index,0.4154578690606203,0.4154578690606203,moderate,positive,False,False,False
white_victims,white_adj_rate,0.415380066541492,0.415380066541492,moderate,positive,False,False,False
victims_age_40_49,hispanic_pop,0.41493500646443177,0.41493500646443177,moderate,positive,False,True,False
victims_age_80_plus,diversity_index,0.41400593023259147,0.41400593023259147,moderate,positive,False,False,False
victims_age_50_59,hispanic_pop,0.41215953831436464,0.41215953831436464,moderate,positive,False,True,False
%_fem_age_30-39,avg_years_schooling,0.41129195645104466,0.41129195645104466,moderate,positive,False,False,False
hispanic_victims,white_adj_rate,0.4102224530581001,0.4102224530581001,moderate,positive,False,False,False
%_fem_age_30-39,%_fem_age_40-49,0.40863145766667813,0.40863145766667813,moderate,positive,False,False,False
fem_labor_force_part,labor_force_ratio,0.40795180992566404,0.40795180992566404,moderate,positive,False,False,False
victim_offender_rel_spouse,white_adj_rate,0.4078490777192025,0.4078490777192025,moderate,positive,False,False,False
dv_total,hispanic_pop,0.40752098086093497,0.40752098086093497,moderate,positive,False,True,False
victims_age_30_39,hispanic_pop,0.40733902006922845,0.40733902006922845,moderate,positive,False,True,False
white_victims,labor_force_ratio,-0.4050811015575455,0.4050811015575455,moderate,negative,False,False,False
male_poverty_rate,unemployment_rate,0.4039822557648046,0.4039822557648046,moderate,positive,False,False,False
total_incidents,hispanic_pop,0.4039187679656179,0.4039187679656179,moderate,positive,False,True,False
firearm_nonmarried,%_at_least_high_school,-0.4037468849694879,0.4037468849694879,moderate,negative,False,False,False
victims_age_60_69,diversity_index,0.40311104633810013,0.40311104633810013,moderate,positive,False,False,False
victim_offender_rel_spouse,labor_force_ratio,-0.40207301716299654,0.40207301716299654,moderate,negative,False,False,False
sex_assaults,fem_age_70-79,-0.40177879074095496,0.40177879074095496,moderate,negative,False,False,False
other_race_victims,victims_age_60_69,0.40163311394676715,0.40163311394676715,moderate,positive,False,False,False
victims_age_70_79,white_pop,-0.40046719373154305,0.40046719373154305,moderate,negative,False,True,False
other_race_victims,fem_pop,0.4002169692998671,0.4002169692998671,moderate,positive,False,True,False
white_victims,%_fem_age_40-49,0.4000037119607714,0.4000037119607714,moderate,positive,False,False,False
hispanic_pop,labor_force_ratio,-0.3995912128465807,0.3995912128465807,weak,negative,False,False,False
unemployment_rate,nat_amer_adj_rate,-0.39901118382036344,0.39901118382036344,weak,negative,False,False,False
hispanic_victims,white_pop,-0.3980405940869258,0.3980405940869258,weak,negative,False,True,False
asian_victims,asian_pop,0.39791871854151223,0.39791871854151223,weak,positive,False,True,False
other_race_victims,victims_age_80_plus,0.3963224826394045,0.3963224826394045,weak,positive,False,False,False
white_pop,other_race_pop,-0.39627607452630975,0.39627607452630975,weak,negative,False,False,False
victims_age_40_49,%_fem_age_40-49,0.3937131805289956,0.3937131805289956,weak,positive,False,False,False
other_race_victims,victims_age_70_79,0.39265818511982403,0.39265818511982403,weak,positive,False,False,False
hispanic_pop,fem_age_60-69,-0.39226423705917995,0.39226423705917995,weak,negative,False,False,False
victim_offender_nonmarried_partner,hispanic_pop,0.3922517971751415,0.3922517971751415,weak,positive,False,True,False
victims_age_50_59,diversity_index,0.3917674354045273,0.3917674354045273,weak,positive,False,False,False
victims_age_80_plus,white_pop,-0.39051663293453287,0.39051663293453287,weak,negative,False,True,False
hispanic_victims,%_fem_age_40-49,0.3898305603181868,0.3898305603181868,weak,positive,False,False,False
victim_offender_nonmarried_partner,white_adj_rate,0.38947353833183956,0.38947353833183956,weak,positive,False,False,False
asian_victims,diversity_index,0.3888505582000777,0.3888505582000777,weak,positive,False,False,False
white_adj_rate,asian_adj_rate,0.38846699944642865,0.38846699944642865,weak,positive,False,False,False
black_pop,nat_amer_adj_rate,-0.3884244517939156,0.3884244517939156,weak,negative,True,False,False
dv_total,white_adj_rate,0.38835701421409974,0.38835701421409974,weak,positive,False,False,False
labor_force_ratio,%_at_least_bach_degree,0.38703220921459375,0.38703220921459375,weak,positive,False,False,False
victims_age_18_29,hispanic_pop,0.38663587075865347,0.38663587075865347,weak,positive,False,True,False
labor_force_ratio,%_at_least_high_school,0.38609161410795123,0.38609161410795123,weak,positive,False,False,False
dv_total,%_fem_age_40-49,0.3859163238241445,0.3859163238241445,weak,positive,False,False,False
total_incidents,%_fem_age_40-49,0.3855121941506681,0.3855121941506681,weak,positive,False,False,False
victims_age_18_29,%_fem_age_40-49,0.385471150879196,0.385471150879196,weak,positive,False,False,False
near_school,hispanic_pop,0.3847624723735613,0.3847624723735613,weak,positive,False,True,False
%_at_least_high_school,white_adj_rate,-0.38431912424417186,0.38431912424417186,weak,negative,False,False,False
involving_firearm,white_adj_rate,0.38319399041919977,0.38319399041919977,weak,positive,False,False,False
near_school,%_fem_age_40-49,0.3828387915931162,0.3828387915931162,weak,positive,False,False,False
victims_age_30_39,%_fem_age_40-49,0.38174006905239366,0.38174006905239366,weak,positive,False,False,False
victim_offender_nonmarried_partner,%_fem_age_40-49,0.3815414528160503,0.3815414528160503,weak,positive,False,False,False
victims_age_60_69,white_pop,-0.38142372928732404,0.38142372928732404,weak,negative,False,True,False
data_year,fem_age_50-59,-0.38136126422347083,0.38136126422347083,weak,negative,False,False,False
victims_age_70_79,%_fem_age_40-49,0.3812404788001233,0.3812404788001233,weak,positive,False,False,False
other_race_victims,victims_age_50_59,0.3800418433844416,0.3800418433844416,weak,positive,False,False,False
victims_age_40_49,white_adj_rate,0.37817103624750115,0.37817103624750115,weak,positive,False,False,False
victims_age_50_59,%_fem_age_40-49,0.37651786537375,0.37651786537375,weak,positive,False,False,False
other_race_victims,dv_total,0.37458842928014935,0.37458842928014935,weak,positive,True,False,False
victims_age_70_79,labor_force_ratio,-0.3745438873897281,0.3745438873897281,weak,negative,False,False,False
black_pop,%_at_least_high_school,-0.3744563864151742,0.3744563864151742,weak,negative,False,True,False
%_fem_age_18-29,fem_labor_force_part,0.3738118063754441,0.3738118063754441,weak,positive,False,False,False
firearm_nonmarried,white_adj_rate,0.372965616353424,0.372965616353424,weak,positive,False,False,False
asian_victims,firearm_nonmarried,0.37239466506139046,0.37239466506139046,weak,positive,False,False,False
victims_age_30_39,diversity_index,0.37223290771084666,0.37223290771084666,weak,positive,False,False,False
total_incidents,diversity_index,0.3713728934872789,0.3713728934872789,weak,positive,False,False,False
victims_age_40_49,diversity_index,0.37136705176953405,0.37136705176953405,weak,positive,False,False,False
victims_age_80_plus,%_fem_age_40-49,0.37127694688962415,0.37127694688962415,weak,positive,False,False,False
black_victims,diversity_index,0.3712621002964285,0.3712621002964285,weak,positive,False,False,False
involving_firearm,labor_force_ratio,-0.3710975810870224,0.3710975810870224,weak,negative,False,False,False
other_race_victims,victims_age_30_39,0.3710174371428259,0.3710174371428259,weak,positive,False,False,False
victims_age_60_69,%_fem_age_40-49,0.3706784383379313,0.3706784383379313,weak,positive,False,False,False
victims_age_70_79,white_adj_rate,0.37055327665498755,0.37055327665498755,weak,positive,False,False,False
victims_age_50_59,labor_force_ratio,-0.3697265177908811,0.3697265177908811,weak,negative,False,False,False
data_year,unemployment_rate,-0.3692434610914462,0.3692434610914462,weak,negative,False,False,False
victims_age_50_59,white_pop,-0.3686972329504813,0.3686972329504813,weak,negative,False,True,False
victims_age_50_59,white_adj_rate,0.36843101961069746,0.36843101961069746,weak,positive,False,False,False
total_incidents,white_adj_rate,0.3681327128725214,0.3681327128725214,weak,positive,False,False,False
victims_age_30_39,white_adj_rate,0.3672385096650548,0.3672385096650548,weak,positive,False,False,False
victims_age_40_49,labor_force_ratio,-0.3663578513180081,0.3663578513180081,weak,negative,False,False,False
fem_age_80+,labor_force_ratio,0.36603816202238876,0.36603816202238876,weak,positive,False,False,False
dv_total,labor_force_ratio,-0.36535937191826573,0.36535937191826573,weak,negative,False,False,False
hispanic_pop,unemployment_rate,0.36505273551464595,0.36505273551464595,weak,positive,True,False,False
victims_age_60_69,white_adj_rate,0.36375608978776314,0.36375608978776314,weak,positive,False,False,False
white_pop,%_fem_age_40-49,-0.36332175046090487,0.36332175046090487,weak,negative,False,False,False
sex_assaults,fem_age_60-69,-0.36294756838972747,0.36294756838972747,weak,negative,False,False,False
victims_age_18_29,white_adj_rate,0.36202959041479693,0.36202959041479693,weak,positive,False,False,False
victim_offender_nonmarried_partner,labor_force_ratio,-0.361834636378646,0.361834636378646,weak,negative,False,False,False
total_incidents,other_race_victims,0.3614249071803776,0.3614249071803776,weak,positive,True,False,False
nat_amer_adj_rate,hispanic_adj_rate,0.3610755096789715,0.3610755096789715,weak,positive,False,False,False
total_incidents,labor_force_ratio,-0.35945069065264107,0.35945069065264107,weak,negative,False,False,False
other_race_victims,victims_age_40_49,0.35923376550577824,0.35923376550577824,weak,positive,False,False,False
dv_total,diversity_index,0.35865385103430725,0.35865385103430725,weak,positive,False,False,False
victims_age_18_29,diversity_index,0.35701220177180787,0.35701220177180787,weak,positive,False,False,False
victims_age_40_49,white_pop,-0.35700802401295484,0.35700802401295484,weak,negative,False,True,False
victims_age_18_29,labor_force_ratio,-0.35664114455434653,0.35664114455434653,weak,negative,False,False,False
victims_age_60_69,labor_force_ratio,-0.3561371250838731,0.3561371250838731,weak,negative,False,False,False
victims_age_80_plus,labor_force_ratio,-0.3553774886026643,0.3553774886026643,weak,negative,False,False,False
%_fem_age_40-49,%_at_least_high_school,-0.35525867304002917,0.35525867304002917,weak,negative,False,False,False
victims_age_30_39,white_pop,-0.3545556020508277,0.3545556020508277,weak,negative,False,True,False
fem_poverty_rate,unemployment_rate,0.35402334370225924,0.35402334370225924,weak,positive,False,False,False
fem_age_60-69,%_at_least_bach_degree,-0.35325709930455196,0.35325709930455196,weak,negative,False,False,False
white_pop,white_adj_rate,-0.35308974290530326,0.35308974290530326,weak,negative,True,False,False
total_incidents,white_pop,-0.35283315086536227,0.35283315086536227,weak,negative,False,True,False
other_race_victims,sex_assaults,0.3521115588247795,0.3521115588247795,weak,positive,False,False,False
black_pop,gun_deaths_per_100k,0.35166184332034245,0.35166184332034245,weak,positive,False,False,False
victims_age_30_39,labor_force_ratio,-0.3515219873015999,0.3515219873015999,weak,negative,False,False,False
victim_offender_nonmarried_partner,diversity_index,0.3509805254149544,0.3509805254149544,weak,positive,False,False,False
%_at_least_bach_degree,%_at_least_high_school,0.3505871819290391,0.3505871819290391,weak,positive,False,False,False
all_labor_force_part,hispanic_adj_rate,0.3505500680608168,0.3505500680608168,weak,positive,False,False,False
black_adj_rate,nat_amer_adj_rate,0.3494568395821355,0.3494568395821355,weak,positive,False,False,False
near_school,white_pop,-0.34876293645714923,0.34876293645714923,weak,negative,False,True,False
near_school,diversity_index,0.3477362884798108,0.3477362884798108,weak,positive,False,False,False
%_fem_age_30-39,age_coef_variation,-0.34706426054837447,0.34706426054837447,weak,negative,False,False,False
victim_offender_rel_spouse,white_pop,-0.3470555245788711,0.3470555245788711,weak,negative,False,True,False
white_pop,poverty_gender_disparity_score,0.3462223863220449,0.3462223863220449,weak,positive,False,False,False
victim_offender_rel_spouse,diversity_index,0.3454881676716114,0.3454881676716114,weak,positive,False,False,False
nat_amer_victims,fem_age_50-59,-0.3447402584797397,0.3447402584797397,weak,negative,False,False,False
sex_assaults,fem_age_80+,-0.34333086827319215,0.34333086827319215,weak,negative,False,False,False
fem_age_50-59,fem_labor_force_part,-0.3419418101755043,0.3419418101755043,weak,negative,False,False,False
dv_total,white_pop,-0.34176997853147845,0.34176997853147845,weak,negative,False,True,False
other_race_victims,victims_age_18_29,0.34170098193478843,0.34170098193478843,weak,positive,False,False,False
firearm_nonmarried,labor_force_ratio,-0.3416318925412614,0.3416318925412614,weak,negative,False,False,False
fem_age_50-59,all_labor_force_part,-0.34148186658590457,0.34148186658590457,weak,negative,False,False,False
fem_pop,labor_force_ratio,-0.3393195227602402,0.3393195227602402,weak,negative,False,False,False
hispanic_victims,diversity_index,0.33903317415353823,0.33903317415353823,weak,positive,False,False,False
fem_pop,asian_adj_rate,-0.33862291874069606,0.33862291874069606,weak,negative,True,False,False
asian_victims,%_fem_age_40-49,0.33768459799692885,0.33768459799692885,weak,positive,False,False,False
fem_labor_force_part,hispanic_adj_rate,0.3375594905518305,0.3375594905518305,weak,positive,False,False,False
victims_age_18_29,white_pop,-0.3374753823947516,0.3374753823947516,weak,negative,False,True,False
nat_amer_pop,fem_age_50-59,-0.3374544942881383,0.3374544942881383,weak,negative,False,False,False
involving_firearm,%_fem_age_40-49,0.336817209317592,0.336817209317592,weak,positive,False,False,False
diversity_index,fem_age_70-79,-0.33617759034758116,0.33617759034758116,weak,negative,False,False,False
fem_age_80+,gun_deaths_per_100k,-0.33592035833497924,0.33592035833497924,weak,negative,False,False,False
fem_age_60-69,mhhi,-0.3356016944882028,0.3356016944882028,weak,negative,False,False,False
data_year,mhhi,0.333713697820871,0.333713697820871,weak,positive,False,False,False
victim_offender_nonmarried_partner,white_pop,-0.3324677084837974,0.3324677084837974,weak,negative,False,True,False
other_race_victims,victim_offender_nonmarried_partner,0.330472321852445,0.330472321852445,weak,positive,False,False,False
victims_age_80_plus,white_adj_rate,0.33034144646349634,0.33034144646349634,weak,positive,False,False,False
nat_amer_pop,gun_deaths_per_100k,0.3297910180490348,0.3297910180490348,weak,positive,False,False,False
%_fem_age_30-39,asian_adj_rate,0.32887482046803806,0.32887482046803806,weak,positive,False,False,False
sex_assaults,white_adj_rate,0.32885482844446046,0.32885482844446046,weak,positive,False,False,False
other_race_victims,asian_pop,0.3288101214062456,0.3288101214062456,weak,positive,False,True,False
near_school,white_adj_rate,0.3286074844635544,0.3286074844635544,weak,positive,False,False,False
white_victims,white_pop,-0.3283893899628106,0.3283893899628106,weak,negative,False,True,False
hispanic_pop,%_fem_age_40-49,0.3276518114144038,0.3276518114144038,weak,positive,False,False,False
hispanic_victims,labor_force_ratio,-0.32754266514565405,0.32754266514565405,weak,negative,False,False,False
gun_deaths_per_100k,white_adj_rate,0.3269140762548467,0.3269140762548467,weak,positive,False,False,False
hispanic_victims,fem_age_60-69,-0.3251874394170555,0.3251874394170555,weak,negative,False,False,False
%_fem_age_18-29,nat_amer_adj_rate,0.3237327492552548,0.3237327492552548,weak,positive,False,False,False
nat_amer_victims,black_pop,-0.3230008030387862,0.3230008030387862,weak,negative,False,True,False
white_victims,diversity_index,0.3211828881401953,0.3211828881401953,weak,positive,False,False,False
involving_firearm,fem_age_80+,-0.3198141230746761,0.3198141230746761,weak,negative,False,False,False
victim_offender_rel_spouse,fem_age_60-69,-0.3183876260553896,0.3183876260553896,weak,negative,False,False,False
other_race_pop,poverty_gender_disparity_score,-0.315662565367272,0.315662565367272,weak,negative,False,False,False
nat_amer_pop,age_coef_variation,-0.3155949728692357,0.3155949728692357,weak,negative,False,False,False
other_race_victims,victim_offender_rel_spouse,0.31476166171424225,0.31476166171424225,weak,positive,False,False,False
diversity_index,mhhi,0.314239518512417,0.314239518512417,weak,positive,False,False,False
white_victims,fem_age_60-69,-0.3135878787707556,0.3135878787707556,weak,negative,False,False,False
fem_age_60-69,fem_labor_force_part,-0.31326809692643187,0.31326809692643187,weak,negative,False,False,False
victim_offender_rel_spouse,fem_age_70-79,-0.3121742453241961,0.3121742453241961,weak,negative,False,False,False
asian_victims,fem_age_60-69,-0.31211308317105696,0.31211308317105696,weak,negative,False,False,False
fem_pop,nat_amer_adj_rate,-0.30969186333741594,0.30969186333741594,weak,negative,True,False,False
victims_age_18_29,fem_age_70-79,-0.3095763113923902,0.3095763113923902,weak,negative,False,False,False
nat_amer_victims,hispanic_pop,0.3094863563132318,0.3094863563132318,weak,positive,False,True,False
hispanic_victims,other_race_victims,0.30948045736054236,0.30948045736054236,weak,positive,False,False,False
mhhi,%_at_least_high_school,0.3094130359927378,0.3094130359927378,weak,positive,False,False,False
victim_offender_rel_spouse,fem_age_80+,-0.3072823518841951,0.3072823518841951,weak,negative,False,False,False
firearm_nonmarried,fem_age_80+,-0.3070903679893704,0.3070903679893704,weak,negative,False,False,False
fem_age_60-69,asian_adj_rate,-0.30668193950691885,0.30668193950691885,weak,negative,False,False,False
black_victims,white_pop,-0.30612630841697575,0.30612630841697575,weak,negative,False,True,False
fem_age_60-69,labor_force_ratio,0.3060161313877162,0.3060161313877162,weak,positive,False,False,False
hispanic_victims,fem_age_70-79,-0.3057924690056988,0.3057924690056988,weak,negative,False,False,False
black_victims,%_fem_age_40-49,0.3048917658878791,0.3048917658878791,weak,positive,False,False,False
white_pop,mhhi,-0.3048788120737719,0.3048788120737719,weak,negative,False,False,False
firearm_nonmarried,avg_years_schooling,-0.30458953388626514,0.30458953388626514,weak,negative,False,False,False
male_poverty_rate,nat_amer_adj_rate,-0.3037001458794619,0.3037001458794619,weak,negative,False,False,False
white_victims,fem_age_70-79,-0.30317144969718407,0.30317144969718407,weak,negative,False,False,False
black_pop,unemployment_rate,0.3029010354444719,0.3029010354444719,weak,positive,True,False,False
near_school,labor_force_ratio,-0.3027596973972701,0.3027596973972701,weak,negative,False,False,False
diversity_index,poverty_gender_disparity_score,-0.30226518346394965,0.30226518346394965,weak,negative,False,False,False
victims_age_40_49,fem_age_60-69,-0.3011556686955899,0.3011556686955899,weak,negative,False,False,False
fem_poverty_rate,nat_amer_adj_rate,-0.3006027643425885,0.3006027643425885,weak,negative,False,False,False
black_pop,nat_amer_pop,-0.29991734886366284,0.29991734886366284,weak,negative,False,False,False
fem_age_50-59,black_adj_rate,-0.299075813683241,0.299075813683241,weak,negative,False,False,False
%_fem_age_18-29,hispanic_adj_rate,0.2990582391950059,0.2990582391950059,weak,positive,False,False,False
total_incidents,fem_age_60-69,-0.2990543044839489,0.2990543044839489,weak,negative,False,False,False
victims_age_18_29,fem_age_60-69,-0.2984754470481512,0.2984754470481512,weak,negative,False,False,False
sex_assaults,diversity_index,0.2982730690708582,0.2982730690708582,weak,positive,False,False,False
victims_age_30_39,fem_age_60-69,-0.2980258852981521,0.2980258852981521,weak,negative,False,False,False
victims_age_70_79,fem_age_60-69,-0.2964217323402248,0.2964217323402248,weak,negative,False,False,False
victims_age_80_plus,fem_age_60-69,-0.2955901747409508,0.2955901747409508,weak,negative,False,False,False
victim_offender_nonmarried_partner,fem_age_70-79,-0.29527529275446324,0.29527529275446324,weak,negative,False,False,False
total_incidents,fem_age_70-79,-0.29510364043780696,0.29510364043780696,weak,negative,False,False,False
victims_age_30_39,fem_age_70-79,-0.2950933767778012,0.2950933767778012,weak,negative,False,False,False
white_victims,other_race_victims,0.2947476351250483,0.2947476351250483,weak,positive,False,False,False
victims_age_50_59,fem_age_60-69,-0.2945503248589407,0.2945503248589407,weak,negative,False,False,False
firearm_nonmarried,%_fem_age_40-49,0.29424931532640375,0.29424931532640375,weak,positive,False,False,False
dv_total,fem_age_70-79,-0.2928203346113599,0.2928203346113599,weak,negative,False,False,False
avg_years_schooling,white_adj_rate,-0.2919645192835301,0.2919645192835301,weak,negative,False,False,False
age_coef_variation,poverty_gender_disparity_score,0.2919117474933235,0.2919117474933235,weak,positive,False,False,False
victim_offender_nonmarried_partner,fem_age_80+,-0.29070991958608783,0.29070991958608783,weak,negative,False,False,False
victims_age_60_69,fem_age_60-69,-0.2904331082773972,0.2904331082773972,weak,negative,False,False,False
sex_assaults,white_pop,-0.29016976217819707,0.29016976217819707,weak,negative,False,True,False
dv_total,fem_age_60-69,-0.28972123892940893,0.28972123892940893,weak,negative,False,False,False
fem_age_50-59,avg_years_schooling,-0.2890998958638155,0.2890998958638155,weak,negative,False,False,False
other_race_pop,diversity_index,0.2890998437861516,0.2890998437861516,weak,positive,False,False,False
labor_force_ratio,white_adj_rate,-0.28876053681982106,0.28876053681982106,weak,negative,False,False,False
black_victims,nat_amer_adj_rate,-0.28745219889570656,0.28745219889570656,weak,negative,False,False,False
%_fem_age_18-29,black_adj_rate,0.28620982205457296,0.28620982205457296,weak,positive,False,False,False
victims_age_40_49,fem_age_70-79,-0.28599446937095013,0.28599446937095013,weak,negative,False,False,False
%_fem_age_40-49,age_coef_variation,-0.2858823774131585,0.2858823774131585,weak,negative,False,False,False
nat_amer_victims,white_adj_rate,0.28369901698492656,0.28369901698492656,weak,positive,False,False,False
diversity_index,white_adj_rate,0.28167104886819994,0.28167104886819994,weak,positive,False,False,False
black_victims,nat_amer_pop,-0.2812584096456086,0.2812584096456086,weak,negative,False,True,False
on_tribal_lands,hispanic_pop,0.2811314004528948,0.2811314004528948,weak,positive,False,True,False
fem_pop,unemployment_rate,0.2810804318505987,0.2810804318505987,weak,positive,True,False,False
dv_total,fem_age_80+,-0.2807198320523793,0.2807198320523793,weak,negative,False,False,False
other_race_victims,gun_deaths_per_100k,-0.28071278184733894,0.28071278184733894,weak,negative,False,False,False
hispanic_pop,%_fem_age_30-39,0.28043499611394096,0.28043499611394096,weak,positive,False,False,False
involving_firearm,avg_years_schooling,-0.28018644020832395,0.28018644020832395,weak,negative,False,False,False
fem_age_50-59,hispanic_adj_rate,-0.2800205075168034,0.2800205075168034,weak,negative,False,False,False
other_race_pop,hispanic_adj_rate,-0.2799739179326014,0.2799739179326014,weak,negative,True,False,False
asian_victims,mhhi,0.27993497559934005,0.27993497559934005,weak,positive,False,False,False
fem_age_70-79,labor_force_ratio,0.27983621399546965,0.27983621399546965,weak,positive,False,False,False
victims_age_18_29,fem_age_80+,-0.27945578391145953,0.27945578391145953,weak,negative,False,False,False
victim_offender_nonmarried_partner,fem_age_60-69,-0.27927726218089993,0.27927726218089993,weak,negative,False,False,False
near_school,fem_age_60-69,-0.278750535202937,0.278750535202937,weak,negative,False,False,False
fem_pop,%_fem_age_40-49,0.27869575370386546,0.27869575370386546,weak,positive,False,False,False
victim_offender_nonmarried_partner,avg_years_schooling,-0.2782354816078753,0.2782354816078753,weak,negative,False,False,False
white_victims,fem_age_80+,-0.27712159880463416,0.27712159880463416,weak,negative,False,False,False
data_year,fem_age_70-79,0.27659756698535387,0.27659756698535387,weak,positive,False,False,False
victims_age_50_59,fem_age_70-79,-0.2751562998266985,0.2751562998266985,weak,negative,False,False,False
black_victims,other_race_victims,0.27351469587379024,0.27351469587379024,weak,positive,False,False,False
fem_age_70-79,%_at_least_bach_degree,-0.2720736958893938,0.2720736958893938,weak,negative,False,False,False
fem_age_80+,all_labor_force_part,-0.2711836612580426,0.2711836612580426,weak,negative,False,False,False
age_coef_variation,white_adj_rate,-0.2699654923399624,0.2699654923399624,weak,negative,False,False,False
dv_total,avg_years_schooling,-0.26917945258305914,0.26917945258305914,weak,negative,False,False,False
poverty_gender_disparity_score,hispanic_adj_rate,0.2676052168938511,0.2676052168938511,weak,positive,False,False,False
unemployment_rate,asian_adj_rate,-0.2671923992850215,0.2671923992850215,weak,negative,False,False,False
total_incidents,fem_age_80+,-0.2671789464780157,0.2671789464780157,weak,negative,False,False,False
victim_offender_rel_spouse,avg_years_schooling,-0.26645040782089,0.26645040782089,weak,negative,False,False,False
white_pop,nat_amer_adj_rate,0.26629635846479394,0.26629635846479394,weak,positive,True,False,False
asian_victims,fem_age_70-79,-0.2656993820702136,0.2656993820702136,weak,negative,False,False,False
involving_firearm,diversity_index,0.26520137300995167,0.26520137300995167,weak,positive,False,False,False
all_labor_force_part,asian_adj_rate,0.26498226911406775,0.26498226911406775,weak,positive,False,False,False
asian_pop,poverty_gender_disparity_score,-0.2649218493089065,0.2649218493089065,weak,negative,False,False,False
involving_firearm,hispanic_pop,0.26476006561769916,0.26476006561769916,weak,positive,False,True,False
fem_pop,fem_age_50-59,0.2643780655512767,0.2643780655512767,weak,positive,False,False,False
diversity_index,nat_amer_adj_rate,-0.263538207699132,0.263538207699132,weak,negative,False,False,False
asian_pop,fem_poverty_rate,-0.26339781950505764,0.26339781950505764,weak,negative,True,False,False
victims_age_40_49,fem_age_80+,-0.2631515245025332,0.2631515245025332,weak,negative,False,False,False
%_fem_age_18-29,labor_force_ratio,-0.26300177334169555,0.26300177334169555,weak,negative,False,False,False
fem_age_80+,asian_adj_rate,-0.2628885571867972,0.2628885571867972,weak,negative,False,False,False
all_labor_force_part,unemployment_rate,-0.2624297101402626,0.2624297101402626,weak,negative,False,False,False
black_victims,fem_age_50-59,0.2623761984733685,0.2623761984733685,weak,positive,False,False,False
victims_age_30_39,fem_age_80+,-0.26234303238583084,0.26234303238583084,weak,negative,False,False,False
nat_amer_pop,fem_age_80+,-0.2621198761737257,0.2621198761737257,weak,negative,False,False,False
victims_age_40_49,avg_years_schooling,-0.2617281927028377,0.2617281927028377,weak,negative,False,False,False
white_victims,avg_years_schooling,-0.26158580575294793,0.26158580575294793,weak,negative,False,False,False
poverty_gender_disparity_score,unemployment_rate,-0.2603289925277602,0.2603289925277602,weak,negative,False,False,False
